position,player,x,y,cluster,league,age,dominant_foot
FW,Michail Antonio,-1.3035594,-4.9267,0,Premier League,31,82% right footed
FW,Christopher Antwi-Adjei,1.7845145,8.134214,1,Bundesliga,27,78% right footed
FW,Houssem Aouar,11.7830305,-0.66156805,1,Ligue 1,23,90% right footed
FW,Adil Aouchiche,8.111583,3.8797674,1,Ligue 1,19,85% right footed
FW,Mattia Aramu,-1.923255,-3.860934,0,Serie A,26,89% left footed
FW,Adam Armstrong,-8.176498,2.5105197,0,Premier League,24,77% right footed
FW,Marko Arnautović,-10.594437,-1.9907216,0,Serie A,32,86% right footed
FW,Takuma Asano,-2.9634778,4.017356,1,Bundesliga,26,67% right footed
FW,Marco Asensio,0.92229956,-9.4952965,2,La Liga,25,90% left footed
FW,Iago Aspas,1.461998,-9.059345,2,La Liga,33,76% left footed
FW,Pierre-Emerick Aubameyang,-14.250937,-1.8472804,0,La Liga,32,87% right footed
FW,Ezequiel Ávila,-6.984581,-0.9485559,0,La Liga,27,70% right footed
FW,Taiwo Awoniyi,-11.46421,-2.6437833,0,Bundesliga,23,76% right footed
FW,Jordan Ayew,5.536451,6.8294315,1,Premier League,29,95% right footed
FW,Stéphane Bahoken,-10.341443,4.5230737,0,Ligue 1,29,89% right footed
FW,Nedim Bajrami,6.5721374,-6.6709275,2,Serie A,22,92% right footed
FW,Ridle Baku,6.961848,2.1299822,1,Bundesliga,23,83% right footed
FW,Keita Baldé,-10.320145,3.3800673,0,Serie A,26,77% right footed
FW,Jonathan Bamba,3.6174798,-0.11759899,1,Ligue 1,25,90% right footed
FW,Antonín Barák,-0.75084525,-0.6761035,1,Serie A,26,85% left footed
FW,Enis Bardhi,2.6995037,-1.3952407,1,La Liga,26,85% right footed
FW,Harvey Barnes,1.9457511,-5.6536684,2,Premier League,23,88% right footed
FW,Musa Barrow,3.887035,-6.8066607,2,Serie A,22,89% right footed
FW,Christoph Baumgartner,3.1400776,6.195382,1,Bundesliga,21,85% right footed
FW,Ihlas Bebou,-6.319987,2.6173594,0,Bundesliga,27,90% right footed
FW,Sheraldo Becker,5.821081,-6.799369,2,Bundesliga,26,87% right footed
FW,Ishak Belfodil,-10.919402,1.110356,0,Bundesliga,29,95% right footed
FW,Andrea Belotti,-13.703721,-2.8270836,0,Serie A,27,76% right footed
FW,Wissam Ben Yedder,-12.124838,-3.6749454,0,Ligue 1,30,52% left footed
FW,Saïd Benrahma,0.8046993,-1.2321937,1,Premier League,25,83% right footed
FW,Christian Benteke,-13.418996,0.9495744,0,Premier League,30,91% right footed
FW,Karim Benzema,3.0917535,-11.877963,2,La Liga,33,84% right footed
FW,Domenico Berardi,5.804725,-9.214943,2,Serie A,26,88% left footed
FW,Álex Berenguer,9.176355,2.3152914,1,La Liga,26,91% right footed
FW,Mitchell van Bergen,-1.7577274,3.4483087,1,Ligue 1,21,92% right footed
FW,Federico Bernardeschi,2.7806108,0.6045066,1,Serie A,27,95% left footed
FW,Beto,-14.490028,2.8274844,0,Serie A,23,89% right footed
FW,El Bilal Touré,-7.285916,4.3062396,0,Ligue 1,19,73% right footed
FW,Ludovic Blas,-0.6991131,-1.5608978,1,Ligue 1,23,87% left footed
FW,Myron Boadu,-11.650138,7.4937263,0,Ligue 1,20,77% right footed
FW,Quentin Boisgard,5.1811323,3.9984527,1,Ligue 1,24,92% right footed
FW,Federico Bonazzoli,-10.993276,6.5623207,0,Serie A,24,84% left footed
FW,Rafael Borré,-4.9643455,7.8442397,1,Bundesliga,25,92% right footed
FW,Denis Bouanga,12.029144,3.219014,1,Ligue 1,26,78% right footed
FW,Ryad Boudebouz,7.3548336,-2.1236844,1,Ligue 1,31,85% left footed
FW,Sofiane Boufal,8.831656,-6.0200114,2,Ligue 1,27,81% right footed
FW,Farid Boulaya,3.9657934,-0.13453832,1,Ligue 1,28,87% right footed
FW,Benjamin Bourigeaud,8.181726,-7.769798,2,Ligue 1,27,90% right footed
FW,Jarrod Bowen,-2.5659626,-4.984725,0,Premier League,24,80% left footed
FW,Lucas Boyé,-3.263546,0.08505814,0,La Liga,25,79% right footed
FW,Julian Brandt,10.088376,-6.3275814,2,Bundesliga,25,81% right footed
FW,Josip Brekalo,5.6085567,-5.302492,2,Serie A,23,85% right footed
FW,Armando Broja,-9.01547,3.7643688,0,Premier League,19,91% right footed
FW,Ante Budimir,-10.158792,5.621973,0,La Liga,30,82% left footed
FW,Emi Buendía,9.613923,-0.8377415,1,Premier League,24,87% right footed
FW,Osman Bukari,4.519479,-2.8853035,1,Ligue 1,22,84% right footed
FW,Jonathan Burkardt,-9.21999,-1.2058841,0,Bundesliga,21,79% right footed
FW,José Callejón,5.251567,-0.11440437,1,Serie A,34,85% right footed
FW,Dominic Calvert-Lewin,-12.432301,6.6012306,0,Premier League,24,87% right footed
FW,Sergio Canales,7.381876,-3.2596989,2,La Liga,30,90% left footed
FW,Antonio Candreva,5.947036,-5.071246,2,Serie A,34,82% right footed
FW,Gianluca Caprari,6.680533,-7.084257,2,Serie A,28,86% right footed
FW,Irvin Cardona,-6.223152,4.152206,0,Ligue 1,23,76% right footed
FW,Guido Carrillo,-7.8939867,6.2130036,0,La Liga,30,92% right footed
FW,Xavier Chavalerin,-0.7200639,7.4720993,1,Ligue 1,30,79% left footed
FW,Samuel Chukwueze,5.8738756,-13.188461,2,La Liga,22,94% left footed
FW,Marcus Coco,5.0299,8.252163,1,Ligue 1,25,86% right footed
FW,Álex Collado,6.593405,7.9702005,1,La Liga,22,88% left footed
FW,Kingsley Coman,6.6033616,-10.754531,2,Bundesliga,25,81% right footed
FW,Maxwel Cornet,-10.875109,5.8275065,0,Premier League,24,79% left footed
FW,Jesús Corona,5.902147,-2.9493585,2,La Liga,28,68% right footed
FW,Ángel Correa,-3.653786,-4.958923,0,La Liga,26,84% right footed
FW,Joaquín Correa,-1.8733982,-8.737692,2,Serie A,26,92% right footed
FW,David Pereira da Costa,7.572078,-5.7851963,2,Ligue 1,20,94% right footed
FW,Hélder Costa,7.0880466,8.198352,1,La Liga,27,78% left footed
FW,Tanguy Coulibaly,-1.0414242,6.0431595,1,Bundesliga,20,86% left footed
FW,Cucho,-1.3527738,-2.3722024,1,Premier League,22,85% right footed
FW,Matheus Cunha,-6.0676265,9.109336,0,La Liga,22,86% right footed
FW,Patrick Cutrone,-12.049666,3.1977146,0,Serie A,23,82% right footed
FW,Moanes Dabbur,1.4963809,5.791897,1,Bundesliga,29,91% right footed
FW,Patson Daka,-8.715363,4.8368983,0,Premier League,22,74% right footed
FW,Jonathan David,-9.244333,6.4416337,0,Ligue 1,21,77% right footed
FW,Grégoire Defrel,-3.7013006,4.063216,1,Serie A,30,87% left footed
FW,Andy Delort,-12.062523,-2.8706002,0,Ligue 1,29,92% right footed
FW,Moussa Dembélé,-13.431327,-4.4681187,0,Ligue 1,25,81% right footed
FW,Ousmane Dembélé,9.559458,-9.733721,2,La Liga,24,55% right footed
FW,Emmanuel Dennis,-2.653573,-0.22924735,1,Premier League,23,86% right footed
FW,Memphis Depay,2.2244692,-9.793475,2,La Liga,27,87% right footed
FW,Sergiño Dest,7.2754974,-0.82454306,1,La Liga,20,81% right footed
FW,Mattia Destro,-12.873948,4.1855836,0,Serie A,30,92% right footed
FW,Gerard Deulofeu,6.319857,-7.917323,2,Serie A,27,92% right footed
FW,Federico Di Francesco,-4.7533917,3.8343565,0,Serie A,27,88% right footed
FW,Ángel Di María,8.896821,-9.637294,2,Ligue 1,33,94% left footed
FW,Boulaye Dia,-9.247804,0.7745312,0,La Liga,24,89% right footed
FW,Moussa Diaby,5.0620503,-7.249268,2,Bundesliga,22,74% left footed
FW,Habib Diallo,-11.584932,-3.5213382,0,Ligue 1,26,87% right footed
FW,Luis Díaz,6.6915903,-10.443903,2,Premier League,24,85% right footed
FW,Bamba Dieng,-14.201131,-4.0118265,0,Ligue 1,21,86% right footed
FW,Javairô Dilrosun,2.326989,-3.8620958,2,Ligue 1,23,86% left footed
FW,Tristan Dingomé,6.6297393,0.69226503,1,Ligue 1,30,84% left footed
FW,Sofiane Diop,9.9521,-3.066802,2,Ligue 1,21,94% right footed
FW,Kasper Dolberg,-10.641188,4.364638,0,Ligue 1,23,89% right footed
FW,Jodel Dossou,0.4988785,1.4193368,1,Ligue 1,29,94% right footed
FW,Kieran Dowell,0.17115209,6.706352,1,Premier League,23,84% left footed
FW,Jeremy Dudziak,-1.394158,7.1042027,1,Bundesliga,25,89% left footed
FW,Milan Đurić,-11.539827,0.9184784,0,Serie A,31,85% right footed
FW,Hugo Duro,-3.2164652,7.7283745,0,La Liga,21,66% left footed
FW,Paulo Dybala,4.635352,-9.39022,2,Serie A,27,91% left footed
FW,Edin Džeko,-0.4429411,-9.852504,0,Serie A,35,74% right footed
FW,Odsonne Édouard,-5.140888,6.471692,0,Premier League,23,88% right footed
FW,Hugo Ekitike,-4.581567,-4.9752116,0,Ligue 1,19,89% right footed
FW,Caleb Ekuban,-5.0887175,4.607721,0,Serie A,27,78% right footed
FW,Anthony Elanga,-1.3622319,7.773579,1,Premier League,19,81% right footed
FW,Alberth Elis,-8.042789,8.18572,0,Ligue 1,25,96% right footed
FW,Elif Elmas,3.6251748,-3.2038298,1,Serie A,21,83% right footed
FW,Sepe Elye Wahi,-11.966648,4.841204,0,Ligue 1,18,90% right footed
FW,Mohamed Elyounoussi,3.5352924,6.3676906,1,Premier League,26,82% right footed
FW,Adri Embarba,3.6946087,1.0650257,1,La Liga,29,84% right footed
FW,Breel Embolo,-1.1772915,-4.367847,0,Bundesliga,24,89% right footed
FW,Youssef En-Nesyri,-12.727259,3.516302,0,La Liga,24,91% left footed
FW,João Félix,1.9376959,-10.566489,2,La Liga,21,91% right footed
FW,Fidel,5.697426,0.15062743,1,La Liga,31,92% left footed
FW,Roberto Firmino,12.931142,2.1760712,1,Premier League,29,89% right footed
FW,Alexis Flips,10.114483,2.9530678,1,Ligue 1,21,80% right footed
FW,Alessandro Florenzi,7.6688395,1.3637301,1,Serie A,30,94% right footed
FW,Phil Foden,3.6904657,-8.131967,2,Premier League,21,95% left footed
FW,Pablo Fornals,6.8921523,1.8807448,1,Premier League,25,88% right footed
FW,Emil Forsberg,1.0497838,-5.984351,1,Bundesliga,29,89% right footed
FW,Philipp Förster,3.7486985,3.9002788,1,Bundesliga,26,87% left footed
FW,Ryan Fraser,-4.26697,-1.773766,0,Premier League,27,83% right footed
FW,Jorge de Frutos,11.794791,3.852513,1,La Liga,24,88% right footed
FW,Chris Führich,9.288361,0.22350055,1,Bundesliga,23,89% right footed
FW,Angelo Fulgini,1.7523081,1.131279,1,Ligue 1,24,88% right footed
FW,Manolo Gabbiadini,-9.43548,-3.959717,0,Serie A,29,88% left footed
FW,Thiago Galhardo,-7.066893,3.409741,0,La Liga,32,79% right footed
FW,Kévin Gameiro,-8.849597,-2.1509104,0,Ligue 1,34,91% right footed
FW,Ignatius Ganago,-12.287029,-0.0863014,0,Ligue 1,22,87% right footed
FW,Álvaro García,1.4076622,-0.22336906,1,La Liga,28,72% left footed
FW,Raúl García,-6.4755774,5.865748,0,La Liga,35,78% right footed
FW,Rubén García,6.1319304,0.0034230219,1,La Liga,28,87% left footed
FW,Valère Germain,-7.663757,6.6565733,0,Ligue 1,31,91% right footed
FW,Gerson,5.145497,2.6229217,1,Ligue 1,24,84% left footed
FW,Olivier Giroud,-12.458681,-1.4757552,0,Serie A,34,83% left footed
FW,Serge Gnabry,7.8392363,-9.958384,2,Bundesliga,26,76% right footed
FW,Aleksandr Golovin,10.393713,-0.5217638,2,Ligue 1,25,88% right footed
FW,Angel Gomes,5.7755713,1.4978836,1,Ligue 1,20,89% right footed
FW,Dani Gómez,-7.330035,-2.8839889,0,La Liga,23,91% right footed
FW,Maxi Gómez,-11.7219305,1.5111948,0,La Liga,24,91% right footed
FW,Moi Gómez,5.5894,-0.44105077,1,La Liga,27,64% right footed
FW,Papu Gómez,4.5988703,-2.0185275,1,La Liga,33,85% right footed
FW,Nicolás González,2.8033893,-6.0452437,2,Serie A,23,93% left footed
FW,Anthony Gordon,5.7776904,6.1541815,1,Premier League,20,90% right footed
FW,Amine Gouiri,2.976926,-7.596199,2,Ligue 1,21,95% right footed
FW,Demarai Gray,1.5216919,-1.7873479,1,Premier League,25,89% right footed
FW,Jack Grealish,7.533551,-6.406175,2,Premier League,25,92% right footed
FW,Mason Greenwood,1.9742775,-5.7284718,2,Premier League,19,77% left footed
FW,Michael Gregoritsch,-10.39715,6.9948974,0,Bundesliga,27,68% left footed
FW,Antoine Griezmann,-2.5925732,-3.9513323,1,La Liga,30,83% left footed
FW,Vincenzo Grifo,5.495373,-6.6641283,2,Bundesliga,28,91% right footed
FW,Arnaut Groeneveld,-12.026269,-4.8875546,0,La Liga,24,78% right footed
FW,Sergi Guardiola,-9.345887,5.4260583,0,La Liga,30,80% left footed
FW,Gonçalo Guedes,2.959015,-5.3730187,2,La Liga,24,91% right footed
FW,Sehrou Guirassy,-14.500848,-2.4598527,0,Ligue 1,25,89% right footed
FW,Emmanuel Gyasi,-0.6299735,5.057277,1,Serie A,27,85% right footed
FW,Erling Haaland,-13.068822,-5.6134253,0,Bundesliga,21,79% left footed
FW,Robin Hack,2.3638039,2.528812,1,Bundesliga,22,88% right footed
FW,André Hahn,-7.3024187,6.2166204,0,Bundesliga,30,84% right footed
FW,Amine Harit,8.867961,-2.5581384,2,Ligue 1,24,92% right footed
FW,Jack Harrison,6.3612537,5.5067306,1,Premier League,24,70% left footed
FW,Kai Havertz,-8.598074,-2.2278125,0,Premier League,22,76% left footed
FW,Thorgan Hazard,6.21747,2.2446747,1,Bundesliga,28,78% right footed
FW,Hwang Hee-chan,-0.7072543,3.8804777,1,Premier League,25,88% right footed
FW,Thomas Henry,-12.076641,0.79065984,0,Serie A,26,78% right footed
FW,Son Heung-min,2.0058875,-9.900951,2,Premier League,29,89% right footed
FW,Jonas Hofmann,7.4625463,-8.354091,2,Bundesliga,29,82% right footed
FW,Lucas Höler,-4.5239677,2.4459054,1,Bundesliga,27,86% right footed
FW,Gerrit Holtmann,0.57891697,-3.0618987,2,Bundesliga,26,87% left footed
FW,Franck Honorat,8.875585,-0.79764503,1,Ligue 1,24,88% right footed
FW,Branimir Hrgota,-4.19078,6.614186,1,Bundesliga,28,77% left footed
FW,Callum Hudson-Odoi,7.0529366,-5.871358,2,Premier League,20,85% right footed
FW,Zlatan Ibrahimović,0.18190943,-11.401577,2,Serie A,39,87% right footed
FW,Mauro Icardi,-12.680852,3.0297859,0,Ligue 1,28,79% right footed
FW,Borja Iglesias,-11.850141,-1.0545682,0,La Liga,28,82% right footed
FW,Kelechi Iheanacho,-2.2237086,-4.652596,0,Premier League,24,95% left footed
FW,Jonathan Ikone,2.5709894,1.2875241,1,Ligue 1,23,91% left footed
FW,Ciro Immobile,-13.022153,-4.4457536,0,Serie A,31,89% right footed
FW,Danny Ings,-9.068263,4.678336,0,Premier League,29,79% right footed
FW,Lorenzo Insigne,5.632486,-10.243943,2,Serie A,30,94% right footed
FW,Alexander Isak,-10.265756,-0.5024511,0,La Liga,21,77% right footed
FW,Lee Jae-sung,8.640302,6.6528544,1,Bundesliga,28,78% left footed
FW,Ismail Jakobs,7.619511,1.2336112,1,Ligue 1,21,92% left footed
FW,Daniel James,-4.55032,5.4167566,0,Premier League,23,79% right footed
FW,Adnan Januzaj,4.297681,-5.486554,2,La Liga,26,86% left footed
FW,Luis Javier Suárez,-8.176757,2.5155935,0,La Liga,23,77% right footed
FW,Gabriel Jesus,3.8907874,-9.252234,2,Premier League,24,86% right footed
FW,Raúl Jiménez,-5.4602866,2.186636,0,Premier League,30,94% right footed
FW,Joelinton,4.5082693,6.7155347,1,Premier League,24,81% right footed
FW,Dennis Johnsen,-1.5239531,3.349579,1,Serie A,23,92% right footed
FW,Willian José,-9.228569,0.24190822,0,La Liga,29,92% right footed
FW,Joselu,-11.972175,1.0423954,0,La Liga,31,76% right footed
FW,Diogo Jota,-2.9005563,-7.620438,2,Premier League,24,70% right footed
FW,Stevan Jovetić,0.26764333,-10.103164,2,Bundesliga,31,91% right footed
FW,Juanmi,-8.121782,8.590805,0,La Liga,28,88% right footed
FW,Hamed Junior Traorè,11.55207,-0.9770628,2,Serie A,21,87% right footed
FW,Vinicius Júnior,8.757143,-11.008385,2,La Liga,21,86% right footed
FW,Florian Kainz,5.5455084,-3.373173,2,Bundesliga,28,71% right footed
FW,Gaël Kakuta,2.6704845,6.7580175,1,Ligue 1,30,86% left footed
FW,Sasa Kalajdzic,-10.924677,-1.4425576,0,Bundesliga,24,88% right footed
FW,Daichi Kamada,4.5629373,3.3496423,1,Bundesliga,24,84% right footed
FW,Harry Kane,0.5846744,-10.776747,2,Premier League,28,89% right footed
FW,Lee Kangin,1.8877549,0.5688043,1,La Liga,20,89% left footed
FW,Grigoris Kastanos,8.105934,2.6110957,1,Serie A,23,78% left footed
FW,Moise Kean,-12.988259,5.1011496,0,Serie A,21,80% right footed
FW,Ilan Kebbal,9.5509205,-0.014468226,1,Ligue 1,23,82% left footed
FW,Saîf-Eddine Khaoui,3.2029552,7.4615326,1,Ligue 1,26,91% left footed
FW,Wahbi Khazri,-6.1438713,0.5270755,0,Ligue 1,30,92% right footed
FW,Kike,-7.4671984,2.9192264,0,La Liga,31,69% right footed
FW,Joshua King,-4.598985,4.770682,0,Premier League,29,93% right footed
FW,Sofian Kiyine,11.065522,1.0081941,1,Serie A,23,89% right footed
FW,Fabian Klos,-11.477597,2.3923025,0,Bundesliga,33,83% right footed
FW,Randal Kolo Muani,-6.7604733,1.4241159,0,Ligue 1,22,93% right footed
FW,Filip Kostić,8.115204,-7.4046454,2,Bundesliga,28,92% left footed
FW,Andrej Kramarić,0.41528708,-8.477671,2,Bundesliga,30,84% right footed
FW,Florian Krüger,-1.9182565,4.2023964,0,Bundesliga,22,79% right footed
FW,Rade Krunić,3.9877002,5.0330567,1,Serie A,27,89% right footed
FW,Max Kruse,3.0853772,-8.2855215,2,Bundesliga,33,72% left footed
FW,Takefusa Kubo,2.5524395,-1.0495399,1,La Liga,20,89% left footed
FW,Dejan Kulusevski,10.241292,-6.7548437,2,Premier League,21,84% left footed
FW,Giorgos Kyriakopoulos,7.0806375,-1.3314158,1,Serie A,25,86% left footed
FW,Alexandre Lacazette,-5.031341,1.8948134,0,Premier League,30,89% right footed
FW,Érik Lamela,10.526098,3.1694012,1,La Liga,29,89% left footed
FW,Mohamed Lamine Bayo,-11.274446,-1.6958972,0,Ligue 1,23,88% right footed
FW,Tariq Lamptey,7.119385,-0.48543146,1,Premier League,20,78% right footed
FW,Manuel Lanzini,6.5851216,2.9543688,1,Premier League,28,91% right footed
FW,Kevin Lasagna,-2.4858444,-5.5444007,0,Serie A,28,82% left footed
FW,Armand Lauriente,0.70801276,-1.8159213,1,Ligue 1,22,90% right footed
FW,Jérémy Le Douaron,-6.5293574,5.3665495,0,Ligue 1,23,77% left footed
FW,Enzo Le Fée,8.982785,3.8203046,1,Ligue 1,21,88% right footed
FW,Rafael Leão,5.4724126,-12.553186,2,Serie A,22,82% right footed
FW,Robert Lewandowski,-13.416613,-5.520543,0,Bundesliga,32,85% right footed
FW,Jamie Leweling,-3.1683903,2.9075341,0,Bundesliga,20,80% right footed
FW,Jesper Lindstrøm,0.23620148,-4.0031295,1,Bundesliga,21,85% right footed
FW,Karol Linetty,8.572058,5.9503427,1,Serie A,26,64% right footed
FW,Dejan Ljubicic,8.548578,2.7891414,1,Bundesliga,23,90% right footed
FW,Giovani Lo Celso,9.180428,0.40282258,1,La Liga,25,89% left footed
FW,Ademola Lookman,6.726004,6.0347133,1,Premier League,23,78% right footed
FW,Anthony Lozano,-8.754712,1.9477063,0,La Liga,28,88% right footed
FW,Hirving Lozano,2.841807,-6.2456555,2,Serie A,26,94% right footed
FW,José Luis Morales,1.1322045,-7.330715,2,La Liga,34,78% right footed
FW,Romelu Lukaku,-11.874207,-0.23364682,0,Premier League,28,66% left footed
FW,Alexis Mac Allister,8.55048,7.6121063,1,Premier League,22,87% right footed
FW,Darwin Machís,1.2866807,-1.0503993,1,La Liga,28,83% right footed
FW,James Maddison,0.11020855,-6.460338,2,Premier League,24,89% right footed
FW,Riyad Mahrez,5.1122584,-10.484182,2,Premier League,30,94% left footed
FW,Habib Maïga,5.2757554,8.760417,1,Ligue 1,25,89% right footed
FW,Donyell Malen,-1.8779916,-5.5059557,0,Bundesliga,22,94% right footed
FW,Ruslan Malinovskyi,7.800149,-9.497116,2,Serie A,28,87% left footed
FW,Rey Manaj,-8.378837,3.8945494,0,Serie A,24,89% right footed
FW,Sadio Mané,-0.34800062,-8.763,2,Premier League,29,74% right footed
FW,Sekou Mara,-9.393547,8.223541,0,Ligue 1,19,85% right footed
FW,Maranhão,-5.3084726,6.5707107,0,La Liga,24,89% right footed
FW,Solly March,8.361901,0.3069303,1,Premier League,27,90% left footed
FW,Omar Marmoush,1.0390302,-4.1541815,1,Bundesliga,22,91% right footed
FW,Roger Martí,-10.221135,4.2938237,0,La Liga,30,92% right footed
FW,Martinelli,1.383119,-4.900692,2,Premier League,20,90% right footed
FW,Lautaro Martínez,-13.66494,-4.565296,0,Serie A,23,84% right footed
FW,Gelson Martins,5.699479,5.9819527,1,Ligue 1,26,90% right footed
FW,Jean-Philippe Mateta,-11.509591,4.017217,0,Premier League,24,69% right footed
FW,Neal Maupay,-6.735906,2.9983451,0,Premier League,24,85% right footed
FW,Stephy Mavididi,-3.9269671,1.3514593,0,Ligue 1,23,83% right footed
FW,Borja Mayoral,-7.766915,0.88868195,0,La Liga,24,82% right footed
FW,Kylian Mbappé,3.734876,-11.947486,2,Ligue 1,22,85% right footed
FW,Bryan Mbeumo,-4.7609067,2.8136122,1,Premier League,21,85% left footed
FW,Nathanael Mbuku,-0.23650597,2.06649,1,Ligue 1,19,89% left footed
FW,Filippo Melegoni,8.465226,6.418567,1,Serie A,22,86% right footed
FW,Óscar Melendo,4.393018,0.34136003,1,La Liga,23,88% left footed
FW,Édgar Méndez,0.20522131,7.5476713,1,La Liga,31,80% right footed
FW,Dries Mertens,-1.6779768,-7.309358,2,Serie A,34,92% right footed
FW,Lionel Messi,9.515902,-10.365262,2,Ligue 1,34,91% left footed
FW,Junior Messias,10.891038,4.4273124,1,Serie A,30,89% left footed
FW,Arkadiusz Milik,-11.77559,-1.7917339,0,Ligue 1,27,90% left footed
FW,Pere Milla,-2.199515,7.8401017,1,La Liga,28,75% left footed
FW,Santi Mina,-7.981443,5.246836,0,La Liga,25,91% right footed
FW,Rafa Mir,-13.288356,2.866047,0,La Liga,24,84% right footed
FW,Maximilian Mittelstädt,7.872153,4.7055764,1,Bundesliga,24,81% left footed
FW,Henrikh Mkhitaryan,7.2083435,2.4165342,1,Serie A,32,78% right footed
FW,Jakub Moder,4.3044243,7.1214557,1,Premier League,22,76% right footed
FW,Anthony Modeste,-14.520454,-1.7201219,0,Bundesliga,33,89% right footed
FW,Terem Moffi,-8.297341,1.3504618,0,Ligue 1,22,75% left footed
FW,Jorge Molina,-11.618252,0.49432588,0,La Liga,39,62% right footed
FW,Florent Mollet,-0.6753642,0.78233653,1,Ligue 1,29,86% right footed
FW,Álvaro Morata,-1.2309877,-5.0813336,2,Serie A,28,88% right footed
FW,Gerard Moreno,2.2607694,-10.926638,2,La Liga,29,81% left footed
FW,Tete Morente,1.7263668,2.957692,1,La Liga,24,87% right footed
FW,Steve Mounié,-9.531391,5.3449097,0,Ligue 1,26,83% right footed
FW,Mason Mount,6.8683877,-8.658838,2,Premier League,22,90% right footed
FW,Lucas Moura,5.465572,-3.7601557,2,Premier League,28,88% right footed
FW,Luis Muriel,8.598523,-10.252308,2,Serie A,30,86% right footed
FW,Jacob Murphy,3.942052,3.1249566,1,Premier League,26,79% right footed
FW,Yunus Musah,0.85699236,9.573708,1,La Liga,18,88% right footed
FW,Jamal Musiala,12.549819,0.8911462,2,Bundesliga,18,92% right footed
FW,Enock Mwepu,4.4462643,5.8263135,1,Premier League,23,88% right footed
FW,Álvaro Negredo,-13.247102,1.1689996,0,La Liga,35,82% left footed
FW,Neymar,8.745001,-10.293391,2,Ligue 1,29,89% right footed
FW,Opa Nguette,2.8107674,8.587735,1,Ligue 1,27,88% right footed
FW,Ibrahima Niane,-11.88842,1.9839731,0,Ligue 1,22,94% right footed
FW,Florian Niederlechner,-9.382609,1.232162,0,Bundesliga,30,81% right footed
FW,Håvard Nielsen,-1.8444457,6.1171384,0,Bundesliga,28,69% right footed
FW,Christopher Nkunku,3.9436705,-10.904771,2,Bundesliga,23,87% right footed
FW,Lukas Nmecha,-9.445613,-2.322938,0,Bundesliga,22,90% right footed
FW,Arnaud Nordin,0.4718464,-1.1132836,1,Ligue 1,23,56% left footed
FW,Randy Ntekja,-3.5796123,6.5364094,1,La Liga,23,87% left footed
FW,M'Bala Nzola,-9.986194,3.0895736,0,Serie A,24,81% left footed
FW,Lucas Ocampos,-0.44146752,2.0440433,1,La Liga,27,88% right footed
FW,David Okereke,-5.2922897,3.6062279,0,Serie A,23,84% right footed
FW,Masaya Okugawa,-2.0190449,6.5140676,0,Bundesliga,25,64% right footed
FW,Michael Olise,9.876847,-1.4507563,2,Premier League,19,86% left footed
FW,Karim Onisiwo,-0.7488513,-4.659145,0,Bundesliga,29,81% right footed
FW,Riccardo Orsolini,-1.6089814,-0.72181326,0,Serie A,24,90% left footed
FW,Victor Osimhen,-13.811259,-3.1635547,0,Serie A,22,92% right footed
FW,Remi Oudin,0.9378535,-0.6044407,1,Ligue 1,24,84% left footed
FW,Mikel Oyarzabal,1.7741477,-8.467663,2,La Liga,24,88% left footed
FW,Gavi Paez,7.028329,3.9278808,1,La Liga,16,81% right footed
FW,Isaac Palazón Camacho,3.3081024,3.1065226,1,La Liga,26,94% left footed
FW,Miloš Pantović,2.1650345,4.199176,1,Bundesliga,25,92% right footed
FW,Lucas Paquetá,12.641452,1.8077121,1,Ligue 1,23,87% left footed
FW,Mario Pašalić,2.1733222,-8.436783,2,Serie A,26,70% right footed
FW,Paulinho,2.4768844,-4.60661,2,Bundesliga,21,91% right footed
FW,Leonardo Pavoletti,-12.405808,2.1846132,0,Serie A,32,85% right footed
FW,Dimitri Payet,8.540332,-8.704146,2,Ligue 1,34,87% right footed
FW,Pedro,3.7193427,-4.1453257,1,Serie A,34,72% right footed
FW,João Pedro,-10.622026,2.1080706,0,Serie A,29,85% right footed
FW,Lorenzo Pellegrini,6.0985074,-8.848211,2,Serie A,25,89% right footed
FW,Gastón Pereiro,-2.0327313,-2.1620884,1,Serie A,26,84% left footed
FW,Roberto Pereyra,5.541084,-1.6592599,1,Serie A,30,84% right footed
FW,Lucas Pérez,-10.578423,1.3203053,0,La Liga,32,88% left footed
FW,Matteo Pessina,6.1039767,3.5739646,1,Serie A,24,89% left footed
FW,Jens Petter Hauge,2.5943675,3.151383,1,Bundesliga,21,84% right footed
FW,Maximilian Philipp,3.0602808,-2.5520623,1,Bundesliga,27,81% right footed
FW,Andrea Pinamonti,-12.504808,1.4240718,0,Serie A,22,90% right footed
FW,Yeremi Pino,0.52548695,-5.544454,1,La Liga,18,89% right footed
FW,Marko Pjaca,2.3427227,0.8292883,1,Serie A,26,90% right footed
FW,Alassane Pléa,5.252013,-8.078791,2,Bundesliga,28,88% right footed
FW,Daniel Podence,6.4098225,-5.579483,2,Premier League,25,87% right footed
FW,Paul Pogba,9.791982,-4.4255185,2,Premier League,28,89% right footed
FW,Matteo Politano,6.5336885,-5.9739,2,Serie A,27,80% left footed
FW,Sebastian Polter,-11.155735,3.1977253,0,Bundesliga,30,69% right footed
FW,Manolo Portanova,3.9350047,9.534424,1,Serie A,21,95% right footed
FW,Portu,-3.3187165,5.186237,1,La Liga,29,96% right footed
