player,nationality,position,team,comp_level,age,minutes_90s,birth_year_gk,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
47,Ouparine Djoco,sn SEN,GK,Clermont Foot,fr Ligue 1,23,23.5,1998,24.0,23.0,2116.0,36.0,1.53,99.0,65.0,65.7,6.0,4.0,13.0,5.0,21.7,2.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,28.3,0.27,-5.7,-0.24,92.0,302.0,30.5,584.0,107.0,36.6,33.7,154.0,57.1,40.6,304.0,23.0,7.6,28.0,1.19,14.2,1998,24.0,23.0,2116.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,738.0,67.5,13027.0,9511.0,113.0,113.0,100.0,215.0,224.0,96.0,149.0,379.0,39.3,0.0,3.0,0.0,0.0,0.0,513.0,225.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,790.0,652.0,787.0,3.0,0.0,0.0,790.0,0.0,0.0,0.0,310.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,35.0,2.0,2.0,50.0
48,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,6.0,1992,6.0,6.0,540.0,5.0,0.83,19.0,14.0,73.7,4.0,2.0,0.0,4.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.21,-0.9,-0.16,24.0,58.0,41.4,191.0,27.0,24.6,30.5,33.0,33.3,35.8,66.0,4.0,6.1,12.0,2.0,17.5,1992,6.0,6.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,224.0,83.0,4797.0,2736.0,31.0,31.0,100.0,111.0,111.0,100.0,43.0,81.0,53.1,0.0,3.0,0.0,0.0,0.0,181.0,43.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,238.0,208.0,237.0,1.0,0.0,0.0,238.0,0.0,0.0,0.0,131.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,100.0
49,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,3.8,1990,4.0,3.0,343.0,4.0,1.05,11.0,8.0,63.6,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.3,0.39,1.3,0.34,29.0,67.0,43.3,75.0,7.0,56.0,42.6,32.0,78.1,52.6,66.0,1.0,1.5,2.0,0.52,9.3,1990,4.0,3.0,343.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,107.0,60.7,2437.0,2056.0,6.0,6.0,100.0,18.0,19.0,94.7,41.0,82.0,50.0,0.0,1.0,0.0,0.0,0.0,61.0,46.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,115.0,99.0,113.0,2.0,0.0,0.0,115.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
50,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,22,17.0,1999,17.0,17.0,1530.0,17.0,1.0,61.0,45.0,73.8,13.0,2.0,2.0,5.0,29.4,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,17.5,0.27,1.5,0.09,20.0,47.0,42.6,373.0,108.0,8.8,22.0,96.0,14.6,21.6,176.0,11.0,6.3,34.0,2.0,18.4,1999,17.0,17.0,1530.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,469.0,90.4,8439.0,5462.0,152.0,154.0,98.7,200.0,206.0,97.1,70.0,106.0,66.0,0.0,1.0,0.0,0.0,0.0,358.0,111.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,499.0,428.0,498.0,1.0,0.0,0.0,499.0,1.0,1.0,100.0,223.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,100.0
51,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,6.2,1997,7.0,7.0,556.0,8.0,1.29,26.0,17.0,73.1,3.0,0.0,3.0,2.0,28.6,2.0,1.0,1.0,0.0,50.0,0.0,1.0,0.0,8.1,0.24,0.1,0.02,43.0,97.0,44.3,304.0,23.0,26.3,30.8,39.0,43.6,40.2,61.0,2.0,3.3,20.0,3.24,22.3,1997,7.0,7.0,556.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,345.0,80.0,7422.0,4533.0,50.0,50.0,100.0,128.0,136.0,94.1,97.0,156.0,62.2,0.0,4.0,0.0,0.0,0.0,294.0,49.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,366.0,251.0,363.0,4.0,0.0,0.0,366.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
52,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,16.0,1989,16.0,16.0,1440.0,25.0,1.56,57.0,32.0,57.9,5.0,4.0,7.0,7.0,43.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.3,0.32,-5.7,-0.36,67.0,203.0,33.0,282.0,46.0,38.3,36.3,133.0,71.4,48.9,223.0,5.0,2.2,10.0,0.63,15.4,1989,16.0,16.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,416.0,64.2,8418.0,6209.0,25.0,26.0,96.2,130.0,131.0,99.2,112.0,257.0,43.6,0.0,1.0,0.0,0.0,0.0,238.0,177.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,453.0,392.0,450.0,3.0,0.0,0.0,453.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,100.0
53,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,32,26.0,1989,26.0,26.0,2340.0,35.0,1.35,106.0,72.0,67.9,13.0,4.0,9.0,8.0,30.8,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.32,0.0,0.0,207.0,497.0,41.6,605.0,88.0,46.3,37.0,236.0,91.9,60.5,360.0,22.0,6.1,14.0,0.54,11.9,1989,26.0,26.0,2340.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,846.0,63.1,18819.0,14791.0,62.0,62.0,100.0,228.0,233.0,97.9,242.0,544.0,44.5,2.0,13.0,0.0,0.0,0.0,501.0,340.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.12,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,897.0,690.0,889.0,9.0,0.0,0.0,897.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,19.0,4.0,1.0,80.0
54,Ederson,br BRA,GK,Manchester City,eng Premier League,27,37.0,1993,37.0,37.0,3330.0,26.0,0.7,83.0,57.0,69.9,28.0,6.0,3.0,20.0,54.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.7,0.3,-0.3,-0.01,87.0,182.0,47.8,988.0,165.0,15.7,25.7,138.0,19.6,26.8,300.0,21.0,7.0,55.0,1.49,19.0,1993,37.0,37.0,3330.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1128.0,90.1,22789.0,14731.0,280.0,280.0,100.0,519.0,523.0,99.2,212.0,316.0,67.1,0.0,7.0,1.0,0.0,3.0,951.0,175.0,36.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,1174.0,911.0,1164.0,10.0,0.0,0.0,1174.0,0.0,0.0,0.0,715.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,43.0,10.0,3.0,76.9
55,Aarón Escandell,es ESP,GK,Granada,es La Liga,25,3.2,1995,4.0,3.0,284.0,6.0,1.9,16.0,10.0,75.0,0.0,2.0,1.0,1.0,33.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.14,-1.8,-0.57,35.0,88.0,39.8,91.0,13.0,64.8,44.0,37.0,78.4,51.2,41.0,3.0,7.3,10.0,3.17,16.1,1995,4.0,3.0,284.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,128.0,56.3,2690.0,2371.0,12.0,12.0,100.0,17.0,18.0,94.4,43.0,98.0,43.9,0.0,4.0,0.0,0.0,0.0,73.0,55.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,137.0,115.0,137.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
56,Michael Esser,de GER,GK,Bochum,de Bundesliga,33,3.0,1987,3.0,3.0,270.0,7.0,2.33,21.0,14.0,76.2,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.5,0.32,1.5,0.51,20.0,65.0,30.8,104.0,10.0,41.3,36.1,30.0,73.3,48.3,52.0,1.0,1.9,1.0,0.33,10.7,1987,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,135.0,60.0,2337.0,1888.0,17.0,17.0,100.0,35.0,37.0,94.6,28.0,79.0,35.4,0.0,1.0,0.0,0.0,0.0,101.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,146.0,126.0,146.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0
57,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,36,37.0,1985,37.0,37.0,3330.0,50.0,1.35,162.0,111.0,70.4,16.0,8.0,13.0,8.0,21.6,6.0,2.0,3.0,1.0,60.0,2.0,8.0,2.0,46.8,0.26,-1.2,-0.03,193.0,525.0,36.8,736.0,164.0,48.9,38.2,277.0,59.6,44.4,595.0,28.0,4.7,12.0,0.32,10.4,1985,37.0,37.0,3330.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,1013.0,65.7,20643.0,15742.0,110.0,111.0,99.1,270.0,274.0,98.5,281.0,622.0,45.2,0.0,10.0,0.0,0.0,0.0,665.0,348.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.08,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1086.0,980.0,1083.0,3.0,0.0,0.0,1086.0,0.0,0.0,0.0,414.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,21.0,11.0,0.0,100.0
58,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,26,9.5,1995,10.0,9.0,855.0,14.0,1.47,54.0,41.0,75.9,2.0,1.0,6.0,2.0,22.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,0.2,-1.2,-0.13,63.0,150.0,42.0,284.0,42.0,34.5,33.2,74.0,70.3,45.0,164.0,7.0,4.3,2.0,0.21,10.2,1995,10.0,9.0,855.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,359.0,72.4,7566.0,5451.0,54.0,55.0,98.2,98.0,100.0,98.0,106.0,201.0,52.7,0.0,2.0,0.0,0.0,0.0,261.0,97.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,388.0,354.0,386.0,1.0,1.0,0.0,388.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,100.0
59,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,23,12.3,1998,13.0,11.0,1105.0,15.0,1.22,45.0,30.0,68.9,7.0,3.0,1.0,3.0,27.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.28,-2.0,-0.16,25.0,82.0,30.5,221.0,61.0,30.3,30.6,82.0,18.3,24.4,159.0,15.0,9.4,21.0,1.71,16.6,1998,13.0,11.0,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,304.0,77.6,5282.0,3846.0,76.0,77.0,98.7,110.0,114.0,96.5,45.0,107.0,42.1,0.0,2.0,0.0,0.0,0.0,207.0,96.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,326.0,284.0,323.0,3.0,0.0,0.0,326.0,0.0,0.0,0.0,115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,100.0
60,Aitor Fernández,es ESP,GK,Levante,es La Liga,30,13.0,1991,13.0,13.0,1166.0,29.0,2.24,81.0,51.0,65.4,1.0,4.0,7.0,2.0,15.4,2.0,1.0,1.0,0.0,50.0,0.0,8.0,0.0,23.5,0.27,-5.5,-0.42,59.0,154.0,38.3,286.0,66.0,41.6,36.2,92.0,38.0,34.9,177.0,9.0,5.1,21.0,1.62,18.1,1991,13.0,13.0,1166.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,381.0,70.1,7544.0,5808.0,44.0,44.0,100.0,122.0,125.0,97.6,94.0,201.0,46.8,0.0,3.0,0.0,0.0,0.0,260.0,118.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,416.0,357.0,412.0,4.0,0.0,0.0,416.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,100.0
61,Álvaro Fernández,es ESP,GK,Brentford,eng Premier League,23,12.0,1998,12.0,12.0,1080.0,24.0,2.0,69.0,47.0,66.7,3.0,2.0,7.0,1.0,8.3,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,19.9,0.28,-2.1,-0.17,64.0,216.0,29.6,433.0,60.0,40.4,33.9,83.0,49.4,36.9,194.0,9.0,4.6,18.0,1.5,16.8,1998,12.0,12.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,517.0,65.0,8817.0,5768.0,77.0,79.0,97.5,149.0,154.0,96.8,109.0,282.0,38.7,0.0,10.0,0.0,0.0,1.0,396.0,120.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,548.0,424.0,542.0,6.0,0.0,0.0,548.0,0.0,0.0,0.0,278.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,18.0,2.0,2.0,50.0
62,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,31,1.0,1990,1.0,1.0,90.0,5.0,5.0,8.0,3.0,37.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7,0.34,-2.3,-2.32,11.0,17.0,64.7,19.0,4.0,36.8,36.4,12.0,83.3,50.8,16.0,0.0,0.0,0.0,0.0,4.0,1990,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,31.0,74.2,897.0,732.0,0.0,0.0,0.0,8.0,8.0,100.0,15.0,23.0,65.2,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,33.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
63,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,28,32.0,1993,32.0,32.0,2880.0,39.0,1.22,141.0,103.0,73.8,15.0,9.0,8.0,10.0,31.3,2.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,39.7,0.27,1.7,0.05,245.0,633.0,38.7,1084.0,112.0,41.5,37.8,244.0,75.0,59.1,462.0,14.0,3.0,35.0,1.09,15.8,1993,32.0,32.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915.0,1333.0,68.6,29868.0,22866.0,127.0,129.0,98.4,404.0,412.0,98.1,383.0,786.0,48.7,1.0,45.0,3.0,0.0,2.0,989.0,339.0,95.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.31,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,10.0,1.0,1397.0,1089.0,1372.0,27.0,0.0,0.0,1397.0,2.0,2.0,100.0,686.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,4.0,0.0,100.0
64,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,33,19.0,1988,19.0,19.0,1710.0,35.0,1.84,101.0,68.0,67.3,6.0,5.0,8.0,3.0,15.8,2.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,32.4,0.31,-0.6,-0.03,105.0,330.0,31.8,461.0,71.0,50.1,39.6,140.0,70.7,49.5,285.0,18.0,6.3,24.0,1.26,12.4,1988,19.0,19.0,1710.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,603.0,59.7,11459.0,8545.0,48.0,49.0,98.0,167.0,173.0,96.5,144.0,377.0,38.2,0.0,11.0,0.0,0.0,0.0,393.0,208.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.21,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,673.0,513.0,669.0,4.0,0.0,0.0,673.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,100.0
65,Ben Foster,eng ENG,GK,Watford,eng Premier League,38,26.0,1983,26.0,26.0,2340.0,49.0,1.88,116.0,67.0,60.3,5.0,5.0,16.0,4.0,15.4,4.0,3.0,1.0,0.0,25.0,0.0,3.0,1.0,37.1,0.29,-10.9,-0.42,196.0,622.0,31.5,657.0,76.0,64.1,44.7,223.0,90.1,60.6,455.0,20.0,4.4,37.0,1.42,15.8,1983,26.0,26.0,2340.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,886.0,48.3,16732.0,14442.0,38.0,39.0,97.4,137.0,148.0,92.6,253.0,692.0,36.6,1.0,33.0,1.0,0.0,0.0,552.0,328.0,105.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,0.31,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,4.0,946.0,723.0,931.0,16.0,0.0,0.0,946.0,1.0,1.0,100.0,336.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,54.0,5.0,3.0,62.5
