player,nationality,position,team,comp_level,age,minutes_90s,birth_year_gk,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
85,Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,33,4.5,1987,5.0,4.0,405.0,12.0,2.67,25.0,13.0,60.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.6,0.27,-3.4,-0.76,16.0,32.0,50.0,147.0,31.0,18.4,27.7,30.0,16.7,28.2,54.0,3.0,5.6,9.0,2.0,20.6,1987,5.0,4.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,177.0,87.6,3923.0,2648.0,35.0,36.0,97.2,74.0,75.0,98.7,45.0,65.0,69.2,0.0,1.0,0.0,0.0,0.0,139.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,191.0,162.0,190.0,2.0,0.0,0.0,191.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0
86,Timo Horn,de GER,GK,Köln,de Bundesliga,28,13.0,1993,13.0,13.0,1170.0,21.0,1.62,56.0,36.0,62.5,4.0,6.0,3.0,1.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,19.7,0.36,-0.3,-0.02,67.0,166.0,40.4,438.0,47.0,32.2,33.1,81.0,30.9,33.4,149.0,4.0,2.7,19.0,1.46,17.4,1993,13.0,13.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,519.0,78.6,11271.0,7752.0,69.0,69.0,100.0,197.0,199.0,99.0,142.0,251.0,56.6,0.0,3.0,1.0,0.0,0.0,408.0,111.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,544.0,463.0,541.0,3.0,0.0,0.0,544.0,1.0,1.0,100.0,303.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,100.0
87,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,31,32.0,1989,32.0,32.0,2880.0,44.0,1.37,154.0,109.0,72.7,17.0,7.0,8.0,8.0,25.0,4.0,2.0,1.0,1.0,33.3,2.0,6.0,0.0,41.9,0.26,-2.1,-0.07,130.0,381.0,34.1,1050.0,173.0,27.8,30.6,209.0,42.6,37.4,385.0,17.0,4.4,45.0,1.41,17.5,1989,32.0,32.0,2880.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.0,1260.0,76.9,24678.0,17454.0,194.0,194.0,100.0,493.0,498.0,99.0,281.0,565.0,49.7,0.0,7.0,0.0,0.0,1.0,990.0,269.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.12,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1340.0,1077.0,1331.0,9.0,0.0,0.0,1340.0,0.0,0.0,0.0,698.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,55.0,8.0,0.0,100.0
88,Stefanos Kapino,gr GRE,GK,Arminia,de Bundesliga,27,1.0,1994,1.0,1.0,90.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26,1.0,1.02,7.0,16.0,43.8,21.0,3.0,38.1,37.3,10.0,80.0,48.9,31.0,1.0,3.2,2.0,2.0,18.4,1994,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,64.5,712.0,520.0,1.0,1.0,100.0,8.0,8.0,100.0,11.0,22.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
89,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,38,1.0,1983,1.0,1.0,90.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.1,0.07,3.0,6.0,50.0,23.0,5.0,13.0,26.0,7.0,42.9,31.7,12.0,2.0,16.7,0.0,0.0,12.0,1983,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,90.0,621.0,420.0,5.0,5.0,100.0,18.0,18.0,100.0,4.0,7.0,57.1,0.0,0.0,0.0,0.0,0.0,21.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,27.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,22,2.0,1998,2.0,2.0,180.0,2.0,1.0,8.0,6.0,75.0,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.28,0.2,0.11,2.0,10.0,20.0,78.0,13.0,11.5,22.7,13.0,7.7,23.0,20.0,0.0,0.0,3.0,1.5,17.1,1998,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,91.0,91.2,1669.0,817.0,21.0,21.0,100.0,51.0,51.0,100.0,10.0,18.0,55.6,0.0,0.0,0.0,0.0,0.0,74.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0,72.0,96.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0
91,Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,20,0.4,2000,1.0,0.0,36.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.14,0.6,1.38,1.0,3.0,33.3,8.0,2.0,25.0,30.4,3.0,33.3,28.7,7.0,0.0,0.0,2.0,5.0,23.7,2000,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,81.8,219.0,164.0,2.0,2.0,100.0,5.0,5.0,100.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
92,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,28.5,1997,29.0,29.0,2565.0,39.0,1.37,110.0,73.0,67.3,19.0,3.0,6.0,7.0,24.1,3.0,3.0,0.0,0.0,0.0,2.0,5.0,2.0,37.4,0.32,0.4,0.02,77.0,240.0,32.1,836.0,142.0,20.5,27.5,185.0,37.3,35.4,343.0,17.0,5.0,49.0,1.72,16.1,1997,29.0,29.0,2565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,1024.0,82.0,19421.0,12069.0,215.0,215.0,100.0,444.0,448.0,99.1,173.0,349.0,49.6,0.0,7.0,0.0,0.0,1.0,784.0,237.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.11,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,20.0,0.0,1104.0,937.0,1099.0,5.0,0.0,0.0,1104.0,0.0,0.0,0.0,560.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,71.0,3.0,0.0,100.0
93,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,29.0,1988,29.0,29.0,2610.0,62.0,2.14,165.0,105.0,66.7,4.0,5.0,20.0,5.0,17.2,8.0,7.0,0.0,1.0,0.0,1.0,7.0,2.0,48.3,0.27,-11.7,-0.4,134.0,399.0,33.6,847.0,168.0,34.5,34.3,224.0,47.8,40.1,442.0,14.0,3.2,19.0,0.66,12.6,1988,29.0,29.0,2610.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,1073.0,70.7,21441.0,14070.0,104.0,105.0,99.0,370.0,382.0,96.9,284.0,583.0,48.7,1.0,7.0,1.0,0.0,1.0,741.0,330.0,106.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.21,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,0.0,10.0,4.0,1154.0,958.0,1133.0,21.0,1.0,0.0,1154.0,0.0,0.0,0.0,502.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,7.0,3.0,70.0
94,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,22,38.0,1999,38.0,38.0,3420.0,48.0,1.26,155.0,105.0,71.6,15.0,10.0,13.0,8.0,21.1,7.0,4.0,3.0,0.0,42.9,0.0,6.0,1.0,52.2,0.3,5.2,0.14,206.0,607.0,33.9,824.0,137.0,46.2,39.2,288.0,78.5,55.5,491.0,27.0,5.5,56.0,1.47,14.9,1999,38.0,38.0,3420.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,1114.0,61.4,22491.0,18197.0,86.0,87.0,98.9,296.0,301.0,98.3,301.0,722.0,41.7,0.0,22.0,0.0,0.0,0.0,731.0,381.0,93.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.11,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,8.0,37.5,5.0,1.0,0.0,1.0,1.0,25.0,2.0,1234.0,1017.0,1228.0,6.0,0.0,0.0,1234.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,58.0,22.0,2.0,91.7
95,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,35,25.7,1985,27.0,27.0,2313.0,33.0,1.28,100.0,66.0,70.0,10.0,7.0,8.0,5.0,18.5,4.0,3.0,1.0,0.0,25.0,1.0,2.0,0.0,31.8,0.29,-1.2,-0.05,108.0,259.0,41.7,535.0,133.0,35.3,31.3,199.0,35.2,33.1,293.0,18.0,6.1,24.0,0.93,14.2,1985,27.0,27.0,2313.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,735.0,76.1,13866.0,10681.0,173.0,175.0,98.9,223.0,227.0,98.2,149.0,317.0,47.0,0.0,7.0,0.0,0.0,0.0,495.0,239.0,40.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,1.0,795.0,718.0,793.0,0.0,2.0,2.0,795.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,31.0,4.0,1.0,80.0
96,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,28,38.0,1993,38.0,38.0,3420.0,51.0,1.34,170.0,117.0,76.5,8.0,15.0,15.0,13.0,34.2,13.0,11.0,2.0,0.0,15.4,0.0,10.0,0.0,52.8,0.24,1.8,0.05,272.0,792.0,34.3,840.0,119.0,63.3,46.0,313.0,83.1,60.2,586.0,42.0,7.2,28.0,0.74,12.1,1993,38.0,38.0,3420.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03,0.0,0.0,0.03,0.0,0.0,606.0,1160.0,52.2,23952.0,20067.0,53.0,54.0,98.1,197.0,201.0,98.0,353.0,892.0,39.6,2.0,38.0,2.0,0.0,0.0,703.0,450.0,137.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,8.0,0.21,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,1.0,21.0,4.0,1282.0,1068.0,1269.0,13.0,1.0,1.0,1282.0,2.0,2.0,100.0,399.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,39.0,13.0,1.0,92.9
97,Bernd Leno,de GER,GK,Arsenal,eng Premier League,29,4.0,1992,4.0,4.0,360.0,9.0,2.25,19.0,10.0,52.6,1.0,0.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.5,0.4,0.11,17.0,53.0,32.1,77.0,13.0,35.1,33.8,37.0,70.3,50.4,73.0,6.0,8.2,1.0,0.25,7.3,1992,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,115.0,66.1,2214.0,1594.0,18.0,18.0,100.0,28.0,28.0,100.0,29.0,67.0,43.3,0.0,0.0,0.0,0.0,0.0,71.0,43.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,127.0,102.0,127.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,75.0
98,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,30,0.1,1990,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,1.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,1990,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,78.0,63.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Luca Lezzerini,it ITA,GK,Venezia,it Serie A,26,5.5,1995,6.0,6.0,495.0,9.0,1.64,39.0,30.0,76.9,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.25,0.3,0.05,22.0,59.0,37.3,155.0,39.0,28.4,30.3,44.0,34.1,31.0,100.0,2.0,2.0,3.0,0.55,13.8,1995,6.0,6.0,495.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,199.0,77.9,3899.0,2488.0,32.0,32.0,100.0,74.0,74.0,100.0,46.0,90.0,51.1,0.0,0.0,0.0,0.0,0.0,132.0,67.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,217.0,195.0,216.0,1.0,0.0,0.0,217.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
100,Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28,12.0,1993,12.0,12.0,1080.0,24.0,2.0,62.0,39.0,62.9,1.0,5.0,6.0,3.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,19.7,0.31,-3.3,-0.27,63.0,211.0,29.9,408.0,69.0,39.0,35.1,87.0,59.8,44.8,227.0,13.0,5.7,10.0,0.83,13.8,1993,12.0,12.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,501.0,64.7,8748.0,6370.0,59.0,61.0,96.7,162.0,168.0,96.4,100.0,263.0,38.0,0.0,6.0,1.0,0.0,0.0,383.0,112.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,527.0,445.0,520.0,7.0,0.0,0.0,527.0,1.0,1.0,100.0,259.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,100.0
101,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,34,38.0,1986,38.0,38.0,3420.0,40.0,1.05,137.0,98.0,72.3,22.0,5.0,11.0,16.0,42.1,2.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,37.6,0.26,-1.4,-0.04,115.0,279.0,41.2,676.0,161.0,29.6,31.0,278.0,28.4,26.5,567.0,33.0,5.8,45.0,1.18,14.2,1986,38.0,38.0,3420.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,957.0,80.1,18629.0,12232.0,247.0,252.0,98.0,295.0,299.0,98.7,211.0,388.0,54.4,2.0,15.0,1.0,0.0,0.0,629.0,325.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,0.16,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,24.0,3.0,1048.0,953.0,1045.0,3.0,0.0,0.0,1048.0,0.0,0.0,0.0,376.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0,12.0,2.0,85.7
102,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,33.1,1990,34.0,34.0,2982.0,45.0,1.36,148.0,105.0,71.6,14.0,9.0,9.0,8.0,23.5,4.0,3.0,1.0,0.0,25.0,1.0,8.0,3.0,42.7,0.26,0.7,0.02,113.0,263.0,43.0,910.0,160.0,23.0,29.3,219.0,24.7,31.4,412.0,17.0,4.1,28.0,0.85,14.6,1990,34.0,34.0,2982.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,1129.0,83.7,24234.0,17015.0,151.0,153.0,98.7,540.0,542.0,99.6,251.0,430.0,58.4,0.0,4.0,0.0,0.0,1.0,840.0,289.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.12,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,3.0,1211.0,1013.0,1200.0,11.0,0.0,0.0,1211.0,0.0,0.0,0.0,608.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,34.0,4.0,1.0,80.0
